	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N152	CD44+ N161	CD44+ N172	t-value	q-value	p-value	PseudoFC
600	IMPDH2	5.7445127	6.2280676	6.0316576	9.4720826	8.831483	9.0997909	0.785690282	9.79E-02	3.40E-02	8.497098131
601	GGCX	6.2275774	6.7020747	6.8314096	9.7662649	9.8802157	9.6908773	0.808858608	8.94E-02	2.93E-02	8.363983186
602	PEAR1	5.3354128	2.0230478	5.7236017	8.5661948	8.1522912	8.0564393	0.789096967	9.63E-02	3.32E-02	7.173081778
603	TNFRSF18	5.2636993	8.8895842	8.6599785	5.9133149	1.2054667	0.6019289	-0.867019435	7.22E-02	2.05E-02	3.95E-02
604	AIF1L	5.7445127	9.0508366	8.9812053	6.8092213	1.2054667	0.6019289	-0.840537939	7.91E-02	2.39E-02	2.83E-02
605	CD101	5.7445127	8.181467	8.458015	6.6046733	1.2054667	0.6019289	-0.796285688	9.41E-02	3.19E-02	2.83E-02
606	CD3E	6.186289	7.282726	10.117184	7.0161533	1.2054667	0.6019289	-0.805206584	9.04E-02	2.98E-02	2.08E-02
607	ALS2CL	6.8731305	9.4804432	7.6804979	7.4626381	1.2054667	0.6019289	-0.809500504	8.92E-02	2.92E-02	1.29E-02
608	SLC7A6	7.1770729	7.9653908	8.1759589	7.4626381	1.2054667	0.6019289	-0.78451864	9.82E-02	3.42E-02	1.05E-02
609	LRRFIP2	7.943836	8.8758705	7.9563845	8.1045532	1.2054667	0.6019289	-0.801591152	9.17E-02	3.06E-02	9.28E-03
610	SORBS1	7.4971815	8.8963925	9.0932984	8.2285993	1.2054667	0.6019289	-0.823563365	8.48E-02	2.68E-02	8.40E-03
611	ALDH1A2	8.2142315	8.5615078	10.172278	8.3206874	1.2054667	0.6019289	-0.889153515	6.80E-02	1.83E-02	6.10E-03
612	ENPP2	8.016332	8.9031688	10.3867524	9.6153392	1.2054667	0.6019289	-0.784959192	9.82E-02	3.42E-02	5.86E-03
613	ITGA5	9.3114408	8.2035936	9.7576474	9.3841082	1.2054667	0.6019289	-0.809190402	8.93E-02	2.92E-02	5.15E-03
614	CXCR4	8.4152951	9.0988503	11.4433385	8.8395827	1.2054667	0.6019289	-0.930425312	6.14E-02	1.47E-02	4.45E-03
615	RALGDS	8.518743	9.4060615	9.3324431	8.6573201	1.2054667	0.6019289	-0.880007525	6.97E-02	1.92E-02	4.14E-03
