	Gene Symbol	CD44+ N48	CD44+ N58	CD44+ N43	CD44+ N37	CD44+ N39	CD44+ N40	PseudoFC	P value	Gene description
1323	RHBDL1	2.2332741	4.2237182	3.5196043	5.0028647	5.0170711	5.9631261	3.338981	3.07E-02	"rhomboid, veinlet-like 1 (Drosophila)"
1324	GALNT6	4.0862434	4.6217065	4.4245245	6.1628585	6.478891	5.2599886	3.336497	3.58E-02	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)
1325	DPYSL4	6.6886019	5.2468182	5.9452557	7.0288037	7.6834575	7.9965659	3.336191	4.35E-02	dihydropyrimidinase-like 4
1326	SYN2	4.618666	3.2332741	4.0184545	5.0011008	6.0493808	5.7548598	3.332039	4.11E-02	synapsin II
1327	BAT3	10.6632719	9.408724	9.7267792	12.1840679	11.6761172	11.1438923	3.329183	3.29E-02	No description
1328	RAB17	1.6483116	2.7435477	3.0769443	4.4773665	4.8106556	4.3757263	3.326071	1.81E-02	"RAB17, member RAS oncogene family"
1329	TEX264	8.2851584	6.0892286	7.6210037	9.8276557	9.1542325	9.3512891	3.317934	2.70E-02	testis expressed 264
1330	ACAP1	4.0862434	4.4824552	4.8759019	6.0014959	5.8158699	8.2506782	3.316419	3.02E-02	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
1331	NNT	2.2332741	2.7122735	3.0626073	4.7911458	4.4129812	4.0821788	3.313919	2.19E-02	nicotinamide nucleotide transhydrogenase
1332	FASN	6.6346494	7.1216517	7.6373127	8.5736022	8.9967167	8.8496262	3.312624	2.51E-02	fatty acid synthase
1333	HM13	7.7658729	6.883692	7.2852175	9.626897	9.0126627	8.2919734	3.311409	3.59E-02	histocompatibility (minor) 13
1334	POLR2I	5.7806916	5.8200692	6.2040808	7.8482344	7.9301121	6.705724	3.308165	3.96E-02	"polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa"
1335	TFIP11	6.6886019	7.4468898	7.0246538	8.8686035	8.7503535	8.5378278	3.307405	2.13E-02	tuftelin interacting protein 11
1336	PIWIL4	2.2332741	2.2332741	2.5696382	3.5353742	3.9581479	5.1473689	3.305512	2.71E-02	piwi-like 4 (Drosophila)
1337	RAB2B	5.2294798	4.6929946	5.3075048	6.9532032	6.5213903	6.965175	3.302877	1.86E-02	"RAB2B, member RAS oncogene family"
1338	DNAJC9	4.1417523	3.6650459	3.4480814	5.6609004	5.8070559	5.1717593	3.302773	1.86E-02	"DnaJ (Hsp40) homolog, subfamily C, member 9"
1339	LMTK2	7.2316933	7.6169403	7.8292638	9.120123	9.3400264	9.3859464	3.301419	1.66E-02	lemur tyrosine kinase 2
1340	MOV10L1	0.6483116	0.6483116	0.729148	2.201703	4.0427262	2.3702641	3.298826	2.02E-02	"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)"
1341	KIAA0101	0.6483116	0.6483116	0.6483116	2.201703	4.427996	2.3702641	3.298826	2.11E-02	KIAA0101
1342	ZNF167	3.1936097	0.6483116	0.6483116	4.7484251	4.6015961	2.3702641	3.298826	3.92E-02	zinc finger protein 167
1343	EIF4G1	7.6774269	7.1788625	7.9455885	9.3992787	9.6768078	8.783329	3.298595	2.65E-02	"eukaryotic translation initiation factor 4 gamma, 1"
1344	KIAA0355	8.1886523	7.1976807	8.1930621	9.9136747	9.749728	9.6409251	3.295763	1.78E-02	KIAA0355
1345	TDRD7	3.7919152	3.5196418	3.4015991	5.7150273	4.4989875	5.2386374	3.292071	3.43E-02	tudor domain containing 7
1346	EIF2B4	6.7317915	7.1928764	6.7689474	8.9113163	8.7665785	8.402064	3.290804	1.55E-02	"eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa"
1347	SIRT7	4.9718302	6.1977957	5.7544494	6.7922258	7.5639124	7.4716437	3.287964	3.56E-02	sirtuin 7
1348	ZFAT	3.9465722	3.9369946	3.6546345	6.34463	4.7967611	5.6538285	3.287142	3.03E-02	zinc finger and AT hook domain containing
1349	PRRX2	9.6690465	7.4705671	9.0792799	10.5878905	10.1501579	11.3852183	3.285634	3.80E-02	paired related homeobox 2
1350	MTPAP	9.2135839	9.0096197	10.030388	10.8861456	11.0287283	10.9290593	3.284048	3.28E-02	mitochondrial poly(A) polymerase
1351	ATAD3A	5.5977358	5.8032611	7.0209923	7.8268424	8.0419716	7.3125729	3.282596	4.46E-02	"ATPase family, AAA domain containing 3A"
1352	POMGNT1	7.1806604	5.6882233	6.4502176	8.8733276	8.3585437	7.402842	3.282099	4.04E-02	"protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase"
1353	PLEKHF1	7.6032396	6.7570332	7.3756491	8.4714303	9.4495036	8.9915685	3.281595	2.66E-02	"pleckstrin homology domain containing, family F (with FYVE domain) member 1"
1354	RRAGA	9.8745016	8.6459572	8.9130647	11.4483433	10.6255861	10.4496466	3.277331	3.55E-02	Ras-related GTP binding A
1355	SIRT3	10.2356698	9.5249941	10.552462	11.9475853	12.0128089	11.6551535	3.275955	2.19E-02	sirtuin 3
1356	ZNF251	4.1417523	4.4366085	2.2332741	5.9433841	5.4578255	5.8529183	3.274253	2.70E-02	zinc finger protein 251
1357	LSG1	4.7929586	3.4558034	3.9512033	5.4379207	5.6620612	6.1437781	3.273554	3.33E-02	large subunit GTPase 1 homolog (S. cerevisiae)
1358	DNAJB13	2.2332741	2.5652526	2.9513801	4.2760772	5.0170711	3.7371269	3.273479	2.78E-02	"DnaJ (Hsp40) homolog, subfamily B, member 13"
1359	RBM23	8.0395051	6.5131526	7.7291991	9.7496669	9.2039039	9.1034501	3.271975	2.54E-02	RNA binding motif protein 23
1360	PSPN	0.6483116	2.5523209	3.6640817	4.2624744	4.0427262	5.343361	3.271956	3.62E-02	persephin
1361	TNFSF10	9.7448857	8.4393374	9.2830813	10.9932239	10.9192759	11.2849179	3.271932	2.06E-02	"tumor necrosis factor (ligand) superfamily, member 10"
1362	ZNF530	2.2332741	2.8137431	3.0674425	4.2760772	4.5225607	4.776787	3.270122	1.80E-02	zinc finger protein 530
1363	ODF3B	6.7564983	6.3584504	7.5771168	8.231984	8.7381351	8.464975	3.268156	3.55E-02	outer dense fiber of sperm tails 3B
1364	ATP6V0D2	6.9300009	6.1927221	7.0632841	8.6367976	8.6694772	8.6298439	3.264352	1.48E-02	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"
1365	RPTOR	6.2288296	4.5426651	6.5060348	7.7046323	8.2128155	7.2465818	3.264316	3.35E-02	"regulatory associated protein of MTOR, complex 1"
1366	SNAPC4	4.3775802	4.9374768	5.8875319	6.6440388	7.2727373	6.4918821	3.263821	3.45E-02	"small nuclear RNA activating complex, polypeptide 4, 190kDa"
1367	PTCD3	6.1635357	6.5073219	6.6545372	7.7073732	8.7367121	8.2137118	3.263432	2.20E-02	Pentatricopeptide repeat domain 3
1368	RNF216	6.0914679	6.1374616	6.823283	8.117895	8.2604262	7.7966023	3.260593	2.15E-02	ring finger protein 216
1369	SULT1B1	0.6483116	0.6483116	0.6483116	2.201703	2.3529117	3.0432576	3.259386	1.52E-02	"sulfotransferase family, cytosolic, 1B, member 1"
1370	MUC2	0.6483116	0.6483116	0.6483116	2.201703	2.3529117	3.3505197	3.259386	1.64E-02	"mucin 2, oligomeric mucus/gel-forming"
1371	NAPSA	0.6483116	0.6483116	0.6483116	2.201703	2.3529117	3.3505197	3.259386	1.64E-02	napsin A aspartic peptidase
1372	OXNAD1	0.6483116	0.6483116	1.2453641	2.7142554	2.3529117	2.3702641	3.259386	2.23E-02	oxidoreductase NAD-binding domain containing 1
1373	NUP214	5.7314241	6.8335348	5.9911756	7.6930425	7.6800459	7.8497217	3.253217	3.30E-02	nucleoporin 214kDa
1374	IRX1	6.102894	6.5861999	7.0243628	8.2878844	10.7436642	7.6878521	3.252805	3.30E-02	iroquois homeobox 1
1375	LOC339047	1.6483116	4.1167941	4.7969145	4.9305609	5.8180832	6.4278736	3.251914	4.47E-02	No description
1376	SF3B4	9.2753744	8.9756438	8.4602682	10.9987678	10.3907018	10.1609233	3.250485	3.01E-02	"splicing factor 3b, subunit 4, 49kDa"
1377	PPOX	2.6483116	2.7681763	2.9214832	3.8974493	4.617732	4.5786096	3.240573	2.50E-02	protoporphyrinogen oxidase
1378	ANKLE1	5.6333112	5.9124762	5.0591893	7.3891623	6.7183392	7.6058275	3.234071	2.69E-02	ankyrin repeat and LEM domain containing 1
1379	SPATA5L1	4.4230841	3.6448414	4.7511326	5.7313714	6.4431399	5.9264173	3.231059	2.57E-02	spermatogenesis associated 5-like 1
1380	MCCC2	7.5787544	6.2198817	6.5264884	8.7621662	8.7149496	7.9109469	3.22895	3.69E-02	methylcrotonoyl-CoA carboxylase 2 (beta)
1381	SERPINC1	2.2332741	3.7371269	2.4608604	4.1507009	4.1507009	4.7913627	3.22621	4.93E-02	"serpin peptidase inhibitor, clade C (antithrombin), member 1"
1382	ARGFX	3.6483116	3.8206773	3.8865328	5.9008942	5.4303112	5.3378208	3.22547	1.52E-02	arginine-fifty homeobox
1383	ANKRD13B	5.9413368	6.297375	6.4100709	7.1688094	8.1339266	7.9860801	3.223672	3.32E-02	ankyrin repeat domain 13B
1384	CD58	4.2644796	4.7381025	4.1701924	5.9850442	5.6082025	6.4244548	3.218419	2.65E-02	CD58 molecule
1385	C2orf68	6.9168082	6.6719903	5.7370227	8.6028551	8.1615352	8.1088109	3.217738	2.27E-02	chromosome 2 open reading frame 68
1386	SETMAR	3.618666	4.4954601	4.4171412	6.0146151	6.1805564	5.5711299	3.215619	2.36E-02	SET domain and mariner transposase fusion gene
1387	FLJ44635	0.6483116	2.358908	2.7142554	3.3505197	4.0427262	4.2624744	3.212771	3.40E-02	No description
1388	SMC1A	5.7749772	6.4513885	6.2639472	8.2381251	7.9464649	7.268068	3.209876	2.84E-02	structural maintenance of chromosomes 1A
1389	MLL4	7.243326	6.37825	7.0901073	8.1743422	8.9258242	8.5839403	3.209833	2.77E-02	No description
1390	STK11	6.8424912	5.8778468	6.9363807	8.2368477	8.2740985	8.615343	3.201976	2.18E-02	serine/threonine kinase 11
1391	NMUR1	4.2135782	4.2133186	4.6721825	5.6955172	6.3498182	6.0507801	3.199033	2.15E-02	neuromedin U receptor 1
1392	SLAMF6	1.6483116	1.6483116	1.6483116	3.3258485	3.2469429	3.7456526	3.198814	1.31E-02	SLAM family member 6
1393	LRRC33	1.6483116	1.6483116	2.2335934	3.3258485	2.738957	4.6918492	3.198814	4.26E-02	leucine rich repeat containing 33
1394	CENPBD1	1.6483116	1.9775059	3.0232337	3.3258485	3.804795	4.104181	3.198814	4.75E-02	CENPB DNA-binding domains containing 1
1395	CUL2	6.2266814	5.7577781	6.0626161	7.5929587	7.7760542	7.7384589	3.19506	1.56E-02	cullin 2
1396	FOXO1	8.7907159	8.7329284	8.1674038	10.7297236	9.3862139	10.407077	3.19131	3.87E-02	forkhead box O1
1397	CEACAM5	7.9766419	7.2960182	8.2089427	9.5134431	9.5136933	9.8825828	3.190185	1.91E-02	carcinoembryonic antigen-related cell adhesion molecule 5
1398	TRPM7	5.8537678	6.4152663	6.497553	7.7392433	7.5619188	8.1711332	3.190053	2.73E-02	"transient receptor potential cation channel, subfamily M, member 7"
1399	DNASE1	4.8167645	5.0451794	5.1781978	6.7186888	6.5616152	6.7477718	3.189896	1.52E-02	deoxyribonuclease I
1400	TMEM184B	7.418633	7.0452415	7.6536038	9.2895755	9.0912259	8.8103466	3.18787	1.93E-02	transmembrane protein 184B
1401	LOC284276	2.2332741	2.2332741	2.2607259	4.1507009	3.0432059	3.9050807	3.186133	4.03E-02	No description
1402	PDIA3	5.5031331	4.479536	5.0552583	7.1808116	6.1506623	6.2925942	3.184631	4.41E-02	"protein disulfide isomerase family A, member 3"
1403	SYNRG	4.8391151	5.1508977	5.8832625	6.470407	6.8219019	7.6996282	3.184362	3.46E-02	"synergin, gamma"
1404	C19orf44	4.2644796	3.7470997	4.5026554	6.2682344	5.4142074	5.8811595	3.175773	2.57E-02	chromosome 19 open reading frame 44
1405	GJB2	2.6483116	3.5072332	3.6034104	5.1732567	5.7783411	4.1992622	3.173387	3.43E-02	"gap junction protein, beta 2, 26kDa"
1406	GCDH	6.1672355	5.2636454	5.587167	7.7961268	7.3592155	6.9289716	3.171854	2.74E-02	glutaryl-CoA dehydrogenase
1407	AFMID	3.4556665	4.7055574	4.5009749	5.4755787	5.6691779	6.3701252	3.170187	4.01E-02	arylformamidase
1408	DHX37	5.3221308	6.0871104	6.9805703	7.7476992	8.5637865	7.4095737	3.161455	3.81E-02	DEAH (Asp-Glu-Ala-His) box polypeptide 37
1409	ZFPM1	6.0168845	4.6613311	5.0341335	7.0024289	7.6016231	6.31997	3.157185	3.77E-02	"zinc finger protein, multitype 1"
1410	ZNF662	3.9465722	4.4643561	3.6936045	5.600027	5.5065653	5.7084972	3.145861	2.50E-02	zinc finger protein 662
1411	APOOL	6.0355485	5.2723041	5.7359161	7.5163145	6.8124848	7.687923	3.143506	2.80E-02	apolipoprotein O-like
1412	CYTH2	9.2982039	8.4754448	8.2749437	10.12702	10.4030474	10.0236331	3.141765	3.63E-02	cytohesin 2
1413	THAP7	6.5704923	7.333794	4.5754656	8.78835	8.220882	7.742021	3.139184	3.96E-02	THAP domain containing 7
1414	E2F2	2.6483116	2.9041795	3.424247	5.071717	4.4048305	4.3457377	3.132838	2.87E-02	E2F transcription factor 2
1415	FXYD2	4.5802203	3.5576283	4.0937203	6.3431434	5.7409674	4.837769	3.132354	4.97E-02	FXYD domain containing ion transport regulator 2
1416	TCTEX1D4	1.6483116	1.6483116	2.121431	4.3757263	3.2469429	3.2943761	3.129787	2.38E-02	Tctex1 domain containing 4
1417	EXOC6B	1.6483116	1.6483116	1.6483116	3.8299899	2.738957	3.2943761	3.129787	2.67E-02	exocyst complex component 6B
1418	CR1	1.6483116	2.304158	2.8335596	5.0556468	3.804795	3.2943761	3.129787	4.04E-02	complement component (3b/4b) receptor 1 (Knops blood group)
1419	USP35	2.2332741	2.9323185	2.94929	4.2760772	3.9581479	4.5902612	3.118757	2.92E-02	ubiquitin specific peptidase 35
1420	ANKS3	4.8948446	5.0080761	6.0252056	7.0746144	7.2640479	6.5352117	3.117451	3.36E-02	ankyrin repeat and sterile alpha motif domain containing 3
1421	BPNT1	11.3161657	10.8100484	10.8880234	13.080417	12.4190898	12.5245946	3.10926	2.23E-02	"3'(2'), 5'-bisphosphate nucleotidase 1"
1422	WDR19	2.9702397	5.6664663	5.0903655	6.9701828	6.421673	6.7241734	3.10331	3.50E-02	WD repeat domain 19
1423	TMEM63B	6.8731931	6.8154288	8.064682	8.448074	9.2137719	9.1280073	3.10081	3.59E-02	transmembrane protein 63B
1424	ZNF579	5.5391962	5.891526	5.7232084	7.1723342	7.5232213	7.2956489	3.098769	1.79E-02	zinc finger protein 579
1425	RAI1	8.2818401	7.6326884	8.0357575	9.0697284	9.6663383	9.9931198	3.096376	3.02E-02	retinoic acid induced 1
1426	BET1L	5.1065389	4.7698127	5.0109492	7.7337523	6.3992307	6.6078577	3.093882	2.06E-02	blocked early in transport 1 homolog (S. cerevisiae)-like
1427	CARD6	8.6706635	8.3731128	8.8474963	10.2994371	10.0973062	10.3161161	3.0925	1.87E-02	"caspase recruitment domain family, member 6"
1428	CCDC86	7.7462786	8.085267	7.7215175	9.2735569	10.2999011	9.3749368	3.092253	2.21E-02	coiled-coil domain containing 86
1429	HCN2	2.2332741	2.5235832	2.9912641	3.2775699	4.1507009	6.4393907	3.088953	4.95E-02	hyperpolarization activated cyclic nucleotide-gated potassium channel 2
1430	ZNF529	4.8051359	5.0027148	4.5224892	5.5277713	6.6262786	6.5109848	3.081353	4.53E-02	zinc finger protein 529
1431	L2HGDH	5.4005115	6.8552739	6.597793	8.1010693	8.220788	8.3569989	3.080138	2.25E-02	L-2-hydroxyglutarate dehydrogenase
1432	NLRP1	5.5527836	4.4821706	4.4977693	6.1456616	6.1044856	6.7187545	3.078687	4.53E-02	"NLR family, pyrin domain containing 1"
1433	C1orf21	8.7383915	7.8102809	7.9110309	9.4522421	9.5329022	9.7808747	3.07774	3.95E-02	chromosome 1 open reading frame 21
1434	XPO4	3.8182366	5.1434042	4.6739626	6.2957073	6.5127889	5.6870168	3.07747	3.88E-02	exportin 4
1435	MLXIPL	4.6198424	5.1986123	5.3424945	6.2395897	6.4941998	7.1135547	3.073212	3.28E-02	MLX interacting protein-like
1436	USH1G	2.6483116	3.5399386	4.1701593	4.4459056	5.5760884	5.1560923	3.065566	4.82E-02	Usher syndrome 1G (autosomal recessive)
1437	MINA	6.7693287	5.9632867	4.6899025	7.6180147	7.473896	7.5794288	3.065542	4.18E-02	MYC induced nuclear antigen
1438	MRPL4	4.9037878	6.6194292	6.6418678	8.1002344	8.2557381	8.1477752	3.060718	2.26E-02	mitochondrial ribosomal protein L4
1439	SUV420H2	4.7089956	4.7775561	5.2021169	6.3909433	6.2651304	8.1859804	3.059694	2.73E-02	suppressor of variegation 4-20 homolog 2 (Drosophila)
1440	ZC3H18	6.3488003	5.4739898	5.8718686	7.4842869	7.4805616	7.7489835	3.057639	2.28E-02	zinc finger CCCH-type containing 18
1441	TRIM8	10.3544722	9.5265696	8.8533416	11.3724687	10.4653192	11.8087946	3.056706	4.89E-02	tripartite motif-containing 8
1442	UBE2G2	7.9614571	8.5748222	9.0609345	10.1182285	10.3982075	10.1857581	3.054499	2.48E-02	"ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)"
1443	PER1	9.9938976	9.5179138	11.226574	12.347929	11.1283186	12.4566106	3.053375	4.80E-02	period homolog 1 (Drosophila)
1444	MURC	2.9702397	3.4055685	3.5516597	4.5800607	4.6110315	6.3773402	3.05214	3.43E-02	muscle-related coiled-coil protein
1445	HUWE1	7.3810584	7.7768253	7.6575095	9.1943228	9.2671648	9.3155756	3.051789	1.55E-02	"HECT, UBA and WWE domain containing 1"
1446	FAM189B	6.2831849	5.8524695	7.2375172	8.2859698	7.8927083	7.7019908	3.05151	4.70E-02	"family with sequence similarity 189, member B"
1447	YRDC	6.4182565	5.5302655	6.1564754	8.0268929	7.7314199	7.3558638	3.049635	2.60E-02	yrdC domain containing (E. coli)
1448	C8orf80	4.0862434	5.2608399	5.1290652	6.8687417	6.1331256	6.7295296	3.048082	2.89E-02	chromosome 8 open reading frame 80
1449	GRPEL1	8.2955445	8.9852936	7.8794351	9.4868736	10.1320467	10.0392259	3.047103	4.10E-02	"GrpE-like 1, mitochondrial (E. coli)"
1450	SLC43A1	5.6454486	4.9920068	6.1602339	7.2528658	6.4412878	7.8211797	3.047059	4.86E-02	"solute carrier family 43, member 1"
1451	ADNP	5.8295911	6.7854728	7.0535641	8.2995257	8.0049937	8.6598565	3.044684	2.71E-02	activity-dependent neuroprotector homeobox
1452	MYH14	4.3775802	4.8585647	5.4006037	6.1627938	8.7539343	5.9808964	3.038409	4.46E-02	"myosin, heavy chain 14, non-muscle"
1453	ATMIN	6.7767352	5.6384065	6.3028878	8.3449468	7.904871	7.6679427	3.035603	2.66E-02	ATM interactor
1454	RAD1	5.5037905	5.4385942	4.8024759	6.6860653	7.1034053	6.6421316	3.030624	2.74E-02	RAD1 homolog (S. pombe)
1455	GVIN1	1.6483116	1.6483116	1.6483116	3.0232337	3.2469429	3.9293281	3.028559	1.96E-02	No description
1456	RIMS1	1.6483116	1.6483116	1.8342345	3.8299899	3.2469429	2.7522541	3.028559	3.08E-02	regulating synaptic membrane exocytosis 1
1457	C10orf111	1.6483116	1.6483116	1.6483116	2.6246983	3.2469429	3.9293281	3.028559	3.20E-02	chromosome 10 open reading frame 111
1458	LOC100272228	1.6483116	1.6483116	1.6483116	2.6246983	3.2469429	3.9293281	3.028559	3.20E-02	No description
1459	RABL2B	1.6483116	1.6483116	1.6483116	2.6246983	3.2469429	4.104181	3.028559	3.24E-02	"RAB, member of RAS oncogene family-like 2B"
1460	APOBEC3H	1.6483116	1.6483116	1.6892959	2.6246983	3.2469429	4.2355843	3.028559	3.37E-02	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H"
1461	ZNF134	1.6483116	2.9260582	1.8342345	4.4052856	3.2469429	3.9293281	3.028559	3.64E-02	zinc finger protein 134
1462	CDKN2BAS	1.6483116	1.8788415	1.6483116	2.6246983	3.2469429	3.9293281	3.028559	3.78E-02	No description
1463	FAM184B	8.8319351	8.4062108	9.3473847	10.0132633	10.0567195	10.9404245	3.016843	4.56E-02	"family with sequence similarity 184, member B"
1464	PRPF4	6.1766232	6.2906375	6.8596778	8.4525357	7.9431221	7.7658306	3.016463	2.68E-02	PRP4 pre-mRNA processing factor 4 homolog (yeast)
1465	MEGF8	5.640125	4.9201073	5.2574772	7.2771795	6.8501519	6.3289946	3.01608	3.43E-02	multiple EGF-like-domains 8
1466	RNF207	4.2135782	4.1762155	3.6485689	5.7685096	4.6640877	6.2218608	3.015284	4.90E-02	ring finger protein 207
1467	HTT	7.6830921	6.8189734	6.7154644	8.4092188	8.3157958	8.5904374	3.011006	4.68E-02	huntingtin
1468	DENND5A	9.2350358	8.563044	7.9069493	10.1532007	9.9027851	10.6487474	3.010821	3.42E-02	DENN/MADD domain containing 5A
1469	ZFYVE26	3.6483116	4.0548169	3.9755969	5.9202545	5.1027386	5.5652951	3.009864	2.42E-02	"zinc finger, FYVE domain containing 26"
1470	TNFRSF9	3.9465722	4.3423599	3.5716551	5.5324724	4.8835081	6.1114386	3.001951	4.01E-02	"tumor necrosis factor receptor superfamily, member 9"
1471	SHROOM3	6.3426668	6.3688705	7.2290968	7.9538253	9.8579175	7.7500435	2.999984	4.30E-02	shroom family member 3
1472	XRCC3	2.6483116	2.8222779	3.2982528	4.8826684	4.7835503	3.8974493	2.998863	3.27E-02	X-ray repair complementing defective repair in Chinese hamster cells 3
1473	ZNF625	4.0076061	3.544175	4.8353096	6.064861	5.5912356	5.2889788	2.997229	4.51E-02	zinc finger protein 625
1474	CASP9	6.4701888	3.4314205	6.0708585	7.3913204	7.5803148	8.0534619	2.996489	3.24E-02	"caspase 9, apoptosis-related cysteine peptidase"
1475	PPAN	6.8285426	5.5912356	6.6313091	7.5017929	8.4112654	7.7959027	2.995346	4.50E-02	peter pan homolog (Drosophila)
1476	LOC150381	5.5977358	4.0174236	5.3836557	6.9651817	7.0670499	6.2605336	2.992863	3.65E-02	No description
1477	C20orf29	4.6198424	4.4918942	4.025263	7.547458	6.0684409	5.5014608	2.982551	2.96E-02	chromosome 20 open reading frame 29
1478	DGKD	6.917779	6.4509423	7.218524	8.0268742	9.0500014	8.1515171	2.98128	3.80E-02	"diacylglycerol kinase, delta 130kDa"
1479	ACY1	6.9666198	5.4142074	6.5796471	7.9757806	8.5413623	7.4712265	2.978823	4.32E-02	aminoacylase 1
1480	ZNF208	3.4556665	4.5009749	4.5794538	5.9602865	6.1540402	5.6439335	2.978501	2.67E-02	zinc finger protein 208
1481	SLC25A26	7.6866111	7.0805468	6.8381648	8.4125008	9.0353412	8.7414914	2.977984	3.25E-02	"solute carrier family 25, member 26"
1482	PPP3CC	8.1535741	6.9869666	7.2523307	9.3927567	8.8468552	8.5572595	2.96965	4.88E-02	"protein phosphatase 3, catalytic subunit, gamma isozyme"
1483	PMS2	5.3998053	5.2526142	5.8300725	6.9151419	7.431645	6.8227282	2.969282	2.67E-02	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)
1484	POM121L10P	4.4388009	4.1901365	4.4175403	5.2401993	6.0192685	5.9868768	2.967682	3.81E-02	"POM121 membrane glycoprotein-like 10, pseudogene"
1485	RGS14	6.0696142	3.9828696	4.1417523	5.5513402	7.2453181	7.3568225	2.965901	4.74E-02	regulator of G-protein signaling 14
1486	HUNK	6.6079724	4.7821927	5.8030329	7.6519879	7.2849505	7.3702292	2.963283	3.93E-02	hormonally up-regulated Neu-associated kinase
1487	ASH1L	6.8349005	6.4097702	6.8978237	8.4012077	7.8761703	8.7930418	2.961457	2.60E-02	"ash1 (absent, small, or homeotic)-like (Drosophila)"
1488	FIP1L1	4.3775802	3.8123405	5.0281157	5.5608141	6.4885078	5.9435461	2.960757	3.93E-02	FIP1 like 1 (S. cerevisiae)
1489	ATG4B	7.9952492	7.0158377	8.0900387	9.4725045	9.2589469	9.6492013	2.946827	2.43E-02	ATG4 autophagy related 4 homolog B (S. cerevisiae)
1490	FAU	13.2314496	12.6840818	13.5218931	14.789456	14.8769471	14.7902558	2.9461	2.14E-02	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed
1491	RELB	9.0950037	8.1374117	9.5480028	10.6819941	10.2237989	10.6526779	2.943789	3.92E-02	v-rel reticuloendotheliosis viral oncogene homolog B
1492	ZSWIM7	4.0862434	3.771196	4.5262226	5.8831025	5.9569627	5.3270955	2.94017	2.77E-02	"zinc finger, SWIM-type containing 7"
1493	STX4	9.151163	8.9020685	9.908908	10.7101489	10.4574179	11.2006467	2.939049	4.31E-02	syntaxin 4
1494	TATDN3	3.7919152	4.5953861	5.2213521	6.7310059	6.1507189	5.6082025	2.939015	4.41E-02	TatD DNase domain containing 3
1495	UBE3B	4.3305801	4.8526033	4.5178144	6.4530987	5.7261573	6.071966	2.93661	2.94E-02	ubiquitin protein ligase E3B
1496	SEC22B	7.7813489	6.370486	7.1859961	9.3353088	8.5545537	8.2863757	2.93622	4.43E-02	SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene)
1497	REXO2	8.6710893	8.4066535	8.5983966	10.1632053	10.1520787	10.0050248	2.935654	1.74E-02	"REX2, RNA exonuclease 2 homolog (S. cerevisiae)"
1498	LOC399815	0.6483116	0.6483116	1.2453641	2.201703	2.3529117	2.3702641	2.935063	2.87E-02	No description
1499	INPP4A	6.6244926	6.0134663	6.6931374	7.5575118	8.175998	8.8009911	2.931228	2.87E-02	"inositol polyphosphate-4-phosphatase, type I, 107kDa"
1500	ZNF7	2.6483116	2.6483116	2.744266	4.8826684	3.8520425	4.1992622	2.930101	2.64E-02	zinc finger protein 7
1501	C20orf12	2.6483116	3.7907317	2.6689493	4.8826684	4.4048305	4.1992622	2.930101	4.94E-02	chromosome 20 open reading frame 12
1502	LILRB1	5.9081265	5.2809233	5.7684791	7.0128834	6.8894778	7.4586826	2.9293	3.21E-02	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"
1503	MED19	7.9226923	7.6177506	6.5928736	9.4728309	8.7396564	9.1395451	2.928453	3.07E-02	mediator complex subunit 19
1504	SERPINB6	9.0013113	7.2791093	8.6821568	10.5511185	9.6752773	9.8292965	2.92778	4.46E-02	"serpin peptidase inhibitor, clade B (ovalbumin), member 6"
1505	C21orf94	1.6483116	2.6246983	1.6483116	3.0232337	4.1737885	3.5567349	2.926325	3.99E-02	chromosome 21 open reading frame 94
1506	MARK4	7.5561792	6.9244475	7.1341938	8.5336873	9.4293647	8.4713988	2.92199	3.16E-02	MAP/microtubule affinity-regulating kinase 4
1507	PRDM1	8.0439223	7.8345645	8.6857723	9.4499716	9.37651	11.7395864	2.911869	4.09E-02	"PR domain containing 1, with ZNF domain"
1508	MFSD5	6.6473715	6.486861	6.5420812	8.5479999	8.0836816	7.8090664	2.911173	2.36E-02	major facilitator superfamily domain containing 5
1509	B3GALT4	0.6483116	3.431467	3.6640817	4.9718302	5.1955368	4.9012676	2.908677	2.90E-02	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
1510	MTAP	5.5959473	5.7523599	5.9563106	7.2913414	7.4206086	7.265793	2.905893	1.82E-02	methylthioadenosine phosphorylase
1511	OTX2OS1	2.9702397	3.1110506	3.6271187	4.7528652	4.5078116	5.0062105	2.903055	2.83E-02	No description
